 time             v(vi)            v(vo)           
 6.790000000e-08  6.868524651e-01  4.318267859e-01 
 6.990000000e-08  7.739067401e-01  8.986918035e-01 
 7.190000000e-08  3.002473889e-01  4.031328841e-01 
 1.900000000e-09  8.216162884e-01  8.902561837e-01 
 3.900000000e-09  3.001422027e-01  4.247981984e-01 
 5.900000000e-09  8.334238328e-01  5.754684446e-01 
 7.900000000e-09  5.456376192e-01  8.148012851e-01 
 9.900000000e-09  4.490727185e-01  3.015839248e-01 
 1.190000000e-08  8.833924844e-01  8.387528169e-01 
 1.390000000e-08  3.208715657e-01  5.355030946e-01 
 1.590000000e-08  7.401917097e-01  4.603806017e-01 
 1.790000000e-08  6.663881978e-01  8.793828248e-01 
 1.990000000e-08  3.590616826e-01  3.172864932e-01 
 2.190000000e-08  8.992361729e-01  7.491514028e-01 
 2.390000000e-08  3.868396805e-01  6.567354343e-01 
 2.590000000e-08  6.242370783e-01  3.675517666e-01 
 2.790000000e-08  7.763785482e-01  8.986596683e-01 
 2.990000000e-08  3.081025308e-01  3.792847058e-01 
 3.190000000e-08  8.665823545e-01  6.356296011e-01 
 3.390000000e-08  4.873624207e-01  7.684105845e-01 
 3.590000000e-08  5.043518720e-01  3.121089378e-01 
 3.790000000e-08  8.577815512e-01  8.699102428e-01 
 3.990000000e-08  3.044567595e-01  4.776062058e-01 
 4.190000000e-08  7.907145904e-01  5.162527368e-01 
 4.390000000e-08  6.061384769e-01  8.522881843e-01 
 4.590000000e-08  3.999705015e-01  3.033185551e-01 
 4.790000000e-08  8.974049302e-01  7.979521495e-01 
 4.990000000e-08  3.487115834e-01  5.960601009e-01 
 5.190000000e-08  6.839324191e-01  4.101268911e-01 
 5.390000000e-08  7.239206645e-01  8.950343745e-01 
 5.590000000e-08  3.280115181e-01  3.429517585e-01 
 5.790000000e-08  8.888205604e-01  6.943102326e-01 
 5.990000000e-08  4.336963189e-01  7.149916082e-01 
 6.190000000e-08  5.635489861e-01  3.344164096e-01 
 6.390000000e-08  8.216171142e-01  8.901589059e-01 
 6.590000000e-08  3.001395309e-01  4.247981554e-01 
 6.790000000e-08  8.334253506e-01  5.754684317e-01 
 6.990000000e-08  5.456374886e-01  8.148012990e-01 
 7.190000000e-08  4.490717017e-01  3.015839615e-01 
 1.900000000e-09  7.788325931e-01  8.961966207e-01 
 3.900000000e-09  3.267414036e-01  3.582138320e-01 
 5.900000000e-09  8.990034990e-01  7.249589669e-01 
 7.900000000e-09  3.503894027e-01  6.236716936e-01 
 9.900000000e-09  7.374925679e-01  4.370212341e-01 
 1.190000000e-08  6.091823809e-01  8.657683329e-01 
 1.390000000e-08  4.464503934e-01  3.009778422e-01 
 1.590000000e-08  8.593250496e-01  8.569614718e-01 
 1.790000000e-08  3.000649645e-01  4.479598598e-01 
 1.990000000e-08  8.651693365e-01  6.085511395e-01 
 2.190000000e-08  4.362404668e-01  7.398652862e-01 
