 time            v(vop)         
 1.12500000e-06  1.94775494e-01 
 1.22500000e-06  3.62296446e-01 
 1.32500000e-06  3.12990791e-01 
 1.42500000e-06  2.00292411e-01 
 1.52500000e-06  3.74866710e-01 
 1.62500000e-06  2.93517320e-01 
 1.72500000e-06  2.09344319e-01 
 1.82500000e-06  3.84287949e-01 
 1.92500000e-06  2.74015612e-01 
 2.02500000e-06  2.21582233e-01 
 2.12500000e-06  3.90192436e-01 
 2.22500000e-06  2.55242988e-01 
 2.32500000e-06  2.36538382e-01 
 2.42500000e-06  3.92351769e-01 
 2.52500000e-06  2.37918967e-01 
 2.62500000e-06  2.53638147e-01 
 2.72500000e-06  3.90669066e-01 
 2.82500000e-06  2.22710643e-01 
 2.92500000e-06  2.72231310e-01 
 3.02500000e-06  3.85205504e-01 
 3.12500000e-06  2.10200682e-01 
 3.22500000e-06  2.91607110e-01 
 3.32500000e-06  3.76167089e-01 
 3.42500000e-06  2.00867743e-01 
 3.50000000e-06  3.14620882e-01 
 1.25000000e-07  3.63972583e-01 
 2.25000000e-07  1.93009166e-01 
 3.25000000e-07  3.62221326e-01 
 4.25000000e-07  2.93603428e-01 
 5.25000000e-07  2.21531605e-01 
 6.25000000e-07  3.92347605e-01 
 7.25000000e-07  2.22762037e-01 
 8.25000000e-07  2.91520946e-01 
 9.25000000e-07  3.63972203e-01 
 1.02500000e-06  1.93008955e-01 
 1.12500000e-06  3.62221547e-01 
 1.22500000e-06  2.93604918e-01 
 1.32500000e-06  2.21531674e-01 
 1.42500000e-06  3.92350333e-01 
 1.52500000e-06  2.22762385e-01 
 1.62500000e-06  2.91520400e-01 
 1.72500000e-06  3.63972458e-01 
 1.82500000e-06  1.93009478e-01 
 1.92500000e-06  3.62223550e-01 
 2.02500000e-06  2.93604545e-01 
 2.12500000e-06  2.21531433e-01 
 2.22500000e-06  3.92349364e-01 
 2.32500000e-06  2.22762022e-01 
 2.42500000e-06  2.91520638e-01 
 2.52500000e-06  3.63972577e-01 
 2.62500000e-06  1.93009497e-01 
 2.72500000e-06  3.62223518e-01 
 2.82500000e-06  2.93604183e-01 
 2.92500000e-06  2.21531638e-01 
 3.02500000e-06  3.92350306e-01 
 3.12500000e-06  2.22763131e-01 
 3.22500000e-06  2.91520907e-01 
 3.32500000e-06  3.63972597e-01 
 3.42500000e-06  1.93009432e-01 
 3.50000000e-06  3.65797592e-01 
 1.25000000e-07  3.49044427e-01 
 2.25000000e-07  2.00241063e-01 
 3.25000000e-07  3.90148637e-01 
 4.25000000e-07  2.22814196e-01 
 5.25000000e-07  3.10850996e-01 
 6.25000000e-07  3.31864753e-01 
 7.25000000e-07  2.09267659e-01 
 8.25000000e-07  3.92348536e-01 
 9.25000000e-07  2.10281119e-01 
 1.02500000e-06  3.29577377e-01 
 1.12500000e-06  3.13169792e-01 
 1.22500000e-06  2.21481102e-01 
 1.32500000e-06  3.90708670e-01 
 1.42500000e-06  2.00921684e-01 
 1.52500000e-06  3.46895829e-01 
 1.62500000e-06  2.93691777e-01 
 1.72500000e-06  2.36413314e-01 
 1.82500000e-06  3.85286142e-01 
 1.92500000e-06  1.95091829e-01 
 2.02500000e-06  3.62148967e-01 
 2.12500000e-06  2.74180407e-01 
 2.22500000e-06  2.53494526e-01 
 2.32500000e-06  3.76282746e-01 
 2.42500000e-06  1.93009847e-01 
 2.52500000e-06  3.74746094e-01 
 2.62500000e-06  2.55390666e-01 
 2.72500000e-06  2.72069858e-01 
 2.82500000e-06  3.64044461e-01 
 2.92500000e-06  1.94750210e-01 
 3.02500000e-06  3.84202347e-01 
 3.12500000e-06  2.38046463e-01 
 3.22500000e-06  2.91432415e-01 
 3.32500000e-06  3.49043602e-01 
 3.42500000e-06  2.00241050e-01 
 3.50000000e-06  3.93712916e-01 
 1.25000000e-07  3.31951945e-01 
 2.25000000e-07  2.21429674e-01 
 3.25000000e-07  3.85326315e-01 
 4.25000000e-07  1.93009982e-01 
 5.25000000e-07  3.84159092e-01 
 6.25000000e-07  2.22866930e-01 
 7.25000000e-07  3.29488998e-01 
 8.25000000e-07  2.93778450e-01 
 9.25000000e-07  2.53420934e-01 
 1.02500000e-06  3.64114087e-01 
 1.12500000e-06  2.00215831e-01 
 1.22500000e-06  3.92345768e-01 
 1.32500000e-06  2.00948569e-01 
 1.42500000e-06  3.62075700e-01 
 1.52500000e-06  2.55463443e-01 
 1.62500000e-06  2.91346133e-01 
 1.72500000e-06  3.31952560e-01 
 1.82500000e-06  2.21429874e-01 
 1.92500000e-06  3.85326132e-01 
 2.02500000e-06  1.93009425e-01 
 2.12500000e-06  3.84159836e-01 
 2.22500000e-06  2.22867230e-01 
 2.32500000e-06  3.29489362e-01 
 2.42500000e-06  2.93778869e-01 
 2.52500000e-06  2.53421283e-01 
 2.62500000e-06  3.64116476e-01 
 2.72500000e-06  2.00215775e-01 
 2.82500000e-06  3.92346515e-01 
 2.92500000e-06  2.00948606e-01 
 3.02500000e-06  3.62075590e-01 
 3.12500000e-06  2.55463204e-01 
 3.22500000e-06  2.91347819e-01 
 3.32500000e-06  3.31951066e-01 
 3.42500000e-06  2.21430957e-01 
 3.50000000e-06  3.88892668e-01 
 1.25000000e-07  3.13348337e-01 
 2.25000000e-07  2.53350051e-01 
 3.25000000e-07  3.49207590e-01 
