 time            v(vop)         
 4.35000000e-08  3.71641417e-01 
 4.55000000e-08  2.22755306e-01 
 4.75000000e-08  3.01938266e-01 
 4.95000000e-08  3.05481578e-01 
 5.15000000e-08  2.27973363e-01 
 5.35000000e-08  3.86369491e-01 
 5.55000000e-08  1.60536312e-01 
 5.75000000e-08  4.47885952e-01 
 5.95000000e-08  1.10096454e-01 
 6.15000000e-08  4.77663587e-01 
 6.35000000e-08  8.48892765e-02 
 6.55000000e-08  4.76344825e-01 
 6.75000000e-08  8.95753032e-02 
 6.95000000e-08  4.49646261e-01 
 7.15000000e-08  1.24432400e-01 
